Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Station,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Date,Hour,DayOfWeek,Month,Year,CPU_Status,Memory_Status,Disk_Status,System_Health_Score,System_Health_Status
Station1_LOG02754,SRV024,CL-6,2025-08-03 18:05:00,86.09,55.575,70.73,26.04,11.61,278.59,4.28,Station1,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,2025-08-03,18,Sunday,8,2025,High,Medium,Medium,29.201666666666654,Poor
Station1_LOG02755,SRV007,CL-9,2025-08-03 18:12:00,49.37,46.79,44.22,23.39,5.94,296.21,6.64,Station1,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,18,Sunday,8,2025,Low,Low,Low,53.20666666666667,Fair
Station1_LOG02756,SRV006,CL-4,2025-08-03 02:46:00,69.93,41.79,26.68,3.67,5.34,456.55,8.42,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,2,Sunday,8,2025,Medium,Low,Low,53.86666666666667,Fair
Station1_LOG02757,SRV078,CL-1,2025-08-03 03:42:00,52.04,48.44,33.58,28.79,15.72,913.64,1.18,Station1,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,2025-08-03,3,Sunday,8,2025,Medium,Low,Low,55.31333333333333,Fair
Station1_LOG02758,SRV004,CL-6,2025-08-03 14:15:00,43.36,36.37,41.7,26.26,21.17,325.16,5.04,Station1,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,14,Sunday,8,2025,Low,Low,Low,59.52333333333333,Fair
Station1_LOG02759,SRV030,CL-9,2025-08-03 23:28:00,25.74,25.76,38.06,26.46,5.98,536.9,8.94,Station1,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,23,Sunday,8,2025,Low,Low,Low,70.14666666666666,Good
Station1_LOG02760,SRV069,CL-5,2025-08-03 01:45:00,36.09,30.39,11.87,10.28,3.6,826.42,1.7,Station1,host-069,10.0.231.62,Linux,Singapore,Fiona,CL-5,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,1,Sunday,8,2025,Low,Low,Low,73.88333333333333,Good
Station1_LOG02761,SRV043,CL-8,2025-08-03 21:34:00,73.01,86.66,58.12,13.21,8.58,389.0,7.51,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,21,Sunday,8,2025,Medium,High,Medium,27.40333333333332,Poor
Station1_LOG02762,SRV085,CL-3,2025-08-03 01:53:00,91.21,67.98,29.94,29.91,15.82,425.32,1.39,Station1,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,1,Sunday,8,2025,High,Medium,Low,36.95666666666667,Poor
Station1_LOG02763,SRV030,CL-9,2025-08-03 06:57:00,42.34,55.575,74.51,5.59,18.66,997.83,9.35,Station1,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,6,Sunday,8,2025,Low,Medium,Medium,42.525,Fair
Station1_LOG02764,SRV055,CL-10,2025-08-03 17:29:00,52.58,70.47,39.16,8.82,19.64,148.3,5.74,Station1,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,17,Sunday,8,2025,Medium,Medium,Low,45.93000000000001,Fair
Station1_LOG02765,SRV052,CL-4,2025-08-03 05:07:00,22.25,45.88,6.08,20.54,17.54,901.95,8.59,Station1,host-052,10.0.9.241,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,5,Sunday,8,2025,Low,Low,Low,75.26333333333334,Good
Station1_LOG02766,SRV022,CL-8,2025-08-03 01:11:00,85.35,55.575,77.77,8.08,22.34,566.05,3.7,Station1,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,1,Sunday,8,2025,High,Medium,Medium,27.101666666666674,Poor
Station1_LOG02767,SRV091,CL-2,2025-08-03 12:02:00,74.0,70.49,31.69,1.53,12.75,630.38,3.68,Station1,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,12,Sunday,8,2025,Medium,Medium,Low,41.27333333333333,Fair
Station1_LOG02768,SRV007,CL-9,2025-08-03 20:06:00,33.65,24.03,51.92,10.72,5.54,871.73,1.35,Station1,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,20,Sunday,8,2025,Low,Low,Medium,63.46666666666667,Good
Station1_LOG02769,SRV076,CL-3,2025-08-03 15:31:00,78.1,56.69,29.66,28.14,21.81,375.81,9.39,Station1,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,15,Sunday,8,2025,Medium,Medium,Low,45.18333333333334,Fair
Station1_LOG02770,SRV100,CL-2,2025-08-03 09:20:00,45.48,66.8,54.92,19.58,14.09,548.28,4.93,Station1,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,9,Sunday,8,2025,Low,Medium,Medium,44.26666666666667,Fair
Station1_LOG02771,SRV093,CL-5,2025-08-03 14:57:00,43.54,81.41,41.58,28.9,14.24,528.89,5.2,Station1,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167,2025-08-03,14,Sunday,8,2025,Low,High,Low,44.49000000000001,Fair
Station1_LOG02772,SRV073,CL-3,2025-08-03 15:48:00,11.58,38.08,57.91,2.98,14.21,855.34,2.39,Station1,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-03,15,Sunday,8,2025,Low,Low,Medium,64.14333333333335,Good
Station1_LOG02773,SRV083,CL-5,2025-08-03 01:20:00,30.22,46.23,6.16,10.89,21.06,403.62,2.76,Station1,host-083,10.0.55.252,Linux,Singapore,Diana,CL-5,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,1,Sunday,8,2025,Low,Low,Low,72.46333333333334,Good
Station1_LOG02774,SRV013,CL-2,2025-08-03 16:34:00,73.7,34.65,60.01,4.96,19.4,598.65,1.14,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,16,Sunday,8,2025,Medium,Low,Medium,43.88,Fair
Station1_LOG02775,SRV065,CL-3,2025-08-03 08:59:00,14.17,68.21,71.82,4.95,10.62,436.4,4.8,Station1,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,8,Sunday,8,2025,Low,Medium,Medium,48.6,Fair
Station1_LOG02776,SRV063,CL-10,2025-08-03 15:14:00,35.75,55.575,71.52,11.85,17.95,437.06,0.46,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,15,Sunday,8,2025,Low,Medium,Medium,45.718333333333334,Fair
Station1_LOG02777,SRV076,CL-3,2025-08-03 23:57:00,21.26,84.68,41.7,21.01,17.14,221.63,9.26,Station1,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,23,Sunday,8,2025,Low,High,Low,50.78666666666666,Fair
Station1_LOG02778,SRV026,CL-2,2025-08-03 00:52:00,82.37,41.35,26.87,14.11,21.71,381.42,3.95,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-03,0,Sunday,8,2025,High,Low,Low,49.803333333333335,Fair
Station1_LOG02779,SRV018,CL-9,2025-08-03 17:47:00,28.21,41.56,31.26,29.6,8.98,404.08,0.06,Station1,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,17,Sunday,8,2025,Low,Low,Low,66.32333333333332,Good
Station1_LOG02780,SRV085,CL-3,2025-08-03 07:32:00,42.75,34.85,20.23,22.85,5.78,503.6,2.12,Station1,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,7,Sunday,8,2025,Low,Low,Low,67.39,Good
Station1_LOG02781,SRV022,CL-8,2025-08-03 17:54:00,35.0,52.7,26.22,2.87,24.58,315.64,4.23,Station1,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,17,Sunday,8,2025,Low,Medium,Low,62.026666666666664,Good
Station1_LOG02782,SRV004,CL-6,2025-08-03 00:44:00,86.7,61.2,41.7,15.43,19.39,171.43,5.76,Station1,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,0,Sunday,8,2025,High,Medium,Low,36.79999999999999,Poor
Station1_LOG02783,SRV026,CL-2,2025-08-03 02:37:00,54.29,55.575,41.7,24.35,16.12,304.45,7.53,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-03,2,Sunday,8,2025,Medium,Medium,Low,49.47833333333333,Fair
Station1_LOG02784,SRV041,CL-10,2025-08-03 02:39:00,55.99,60.22,24.12,29.0,10.81,635.28,1.51,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,2,Sunday,8,2025,Medium,Medium,Low,53.22333333333333,Fair
Station1_LOG02785,SRV043,CL-8,2025-08-03 19:43:00,17.69,32.1,28.34,1.24,5.73,933.66,8.98,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,19,Sunday,8,2025,Low,Low,Low,73.95666666666666,Good
Station1_LOG02786,SRV043,CL-8,2025-08-03 13:22:00,15.26,82.42,23.43,22.69,2.82,262.31,2.61,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,13,Sunday,8,2025,Low,High,Low,59.629999999999995,Fair
Station1_LOG02787,SRV058,CL-9,2025-08-03 03:32:00,11.67,55.575,8.5,14.8,1.45,605.29,0.2,Station1,host-058,10.0.87.55,Windows,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,3,Sunday,8,2025,Low,Medium,Low,74.75166666666667,Good
Station1_LOG02788,SRV074,CL-3,2025-08-03 18:38:00,71.5,55.575,41.7,27.12,4.88,515.51,5.14,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,18,Sunday,8,2025,Medium,Medium,Low,43.74166666666667,Fair
Station1_LOG02789,SRV055,CL-10,2025-08-03 16:13:00,32.35,21.76,27.14,29.25,1.58,848.67,5.52,Station1,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,16,Sunday,8,2025,Low,Low,Low,72.91666666666667,Good
Station1_LOG02790,SRV074,CL-3,2025-08-03 07:36:00,76.43,53.05,11.15,15.39,17.38,623.62,7.0,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,7,Sunday,8,2025,Medium,Medium,Low,53.12333333333333,Fair
Station1_LOG02791,SRV022,CL-8,2025-08-03 05:20:00,76.67,47.55,10.62,14.4,9.7,289.68,8.02,Station1,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,5,Sunday,8,2025,Medium,Low,Low,55.053333333333335,Fair
Station1_LOG02792,SRV023,CL-1,2025-08-03 07:52:00,45.28,24.22,46.09,7.91,22.14,928.16,0.79,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,7,Sunday,8,2025,Low,Low,Low,61.47,Good
Station1_LOG02793,SRV073,CL-3,2025-08-03 15:23:00,73.59,20.68,41.7,26.3,3.27,946.86,8.62,Station1,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-03,15,Sunday,8,2025,Medium,Low,Low,54.676666666666655,Fair
Station1_LOG02794,SRV004,CL-6,2025-08-03 00:49:00,23.85,63.46,78.32,13.48,0.63,380.26,9.74,Station1,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,0,Sunday,8,2025,Low,Medium,Medium,44.79,Fair
Station1_LOG02795,SRV029,CL-2,2025-08-03 21:03:00,84.85,81.87,38.85,9.51,19.29,896.83,9.47,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-03,21,Sunday,8,2025,High,High,Low,31.476666666666674,Poor
Station1_LOG02796,SRV085,CL-3,2025-08-03 06:21:00,49.9,48.27,62.95,3.58,14.27,861.7,6.72,Station1,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,6,Sunday,8,2025,Low,Low,Medium,46.29333333333333,Fair
Station1_LOG02797,SRV012,CL-3,2025-08-03 21:08:00,88.77,81.42,34.66,14.62,17.95,470.31,6.19,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,21,Sunday,8,2025,High,High,Low,31.71666666666667,Poor
Station1_LOG02798,SRV022,CL-8,2025-08-03 18:50:00,19.49,76.05,15.24,13.21,9.91,982.06,5.52,Station1,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,18,Sunday,8,2025,Low,Medium,Low,63.07333333333334,Good
Station1_LOG02799,SRV055,CL-10,2025-08-03 12:07:00,59.81,20.62,46.44,1.36,8.6,243.83,8.36,Station1,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,12,Sunday,8,2025,Medium,Low,Low,57.71,Fair
Station1_LOG02800,SRV063,CL-10,2025-08-03 22:33:00,61.53,23.19,73.62,29.72,18.39,957.53,0.24,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,22,Sunday,8,2025,Medium,Low,Medium,47.22,Fair
Station1_LOG02801,SRV075,CL-8,2025-08-03 08:11:00,21.02,55.575,32.59,28.77,3.85,390.79,1.03,Station1,host-075,10.0.30.202,Linux,Mumbai,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-03,8,Sunday,8,2025,Low,Medium,Low,63.605,Good
Station1_LOG02802,SRV006,CL-4,2025-08-03 16:18:00,73.03,34.08,18.02,18.5,19.62,678.74,4.85,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,16,Sunday,8,2025,Medium,Low,Low,58.29,Fair
Station1_LOG02803,SRV024,CL-6,2025-08-03 11:24:00,28.11,57.83,10.49,24.29,11.87,444.12,4.7,Station1,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,2025-08-03,11,Sunday,8,2025,Low,Medium,Low,67.85666666666667,Good
Station1_LOG02804,SRV037,CL-9,2025-08-03 21:05:00,14.14,40.08,67.18,22.94,24.93,958.55,9.68,Station1,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213,2025-08-03,21,Sunday,8,2025,Low,Low,Medium,59.53333333333333,Fair
Station1_LOG02805,SRV083,CL-5,2025-08-03 14:30:00,73.61,54.37,17.24,28.78,22.67,126.1,5.88,Station1,host-083,10.0.55.252,Linux,Singapore,Diana,CL-5,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,14,Sunday,8,2025,Medium,Medium,Low,51.593333333333334,Fair
Station1_LOG02806,SRV078,CL-1,2025-08-03 07:31:00,50.85,59.25,56.98,23.42,6.36,492.79,4.1,Station1,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,2025-08-03,7,Sunday,8,2025,Medium,Medium,Medium,44.30666666666667,Fair
Station1_LOG02807,SRV087,CL-3,2025-08-03 02:23:00,55.99,79.54,72.32,27.31,4.63,229.46,5.05,Station1,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,2,Sunday,8,2025,Medium,Medium,Medium,30.71666666666667,Poor
Station1_LOG02808,SRV070,CL-1,2025-08-03 05:40:00,36.92,87.29,32.23,8.61,11.92,739.95,9.15,Station1,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,5,Sunday,8,2025,Low,High,Low,47.85333333333333,Fair
Station1_LOG02809,SRV004,CL-6,2025-08-03 20:18:00,93.37,73.03,7.85,2.83,21.85,484.92,2.46,Station1,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,20,Sunday,8,2025,High,Medium,Low,41.916666666666664,Fair
Station1_LOG02810,SRV029,CL-2,2025-08-03 01:36:00,32.29,35.85,31.61,16.35,18.56,653.56,0.55,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-03,1,Sunday,8,2025,Low,Low,Low,66.75,Good
Station1_LOG02811,SRV084,CL-9,2025-08-03 06:04:00,88.06,56.27,14.75,27.7,15.15,169.64,3.94,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,6,Sunday,8,2025,High,Medium,Low,46.97333333333333,Fair
Station1_LOG02812,SRV024,CL-6,2025-08-03 18:46:00,34.2,55.575,51.58,10.97,12.875,662.12,8.91,Station1,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,2025-08-03,18,Sunday,8,2025,Low,Medium,Medium,52.88166666666666,Fair
Station1_LOG02813,SRV063,CL-10,2025-08-03 21:31:00,67.33,53.85,8.5,28.09,12.73,254.22,6.2,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,21,Sunday,8,2025,Medium,Medium,Low,56.77333333333333,Fair
Station1_LOG02814,SRV029,CL-2,2025-08-03 23:32:00,19.45,66.58,59.82,21.51,7.43,711.4,6.14,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-03,23,Sunday,8,2025,Low,Medium,Medium,51.38333333333333,Fair
Station1_LOG02815,SRV018,CL-9,2025-08-03 12:02:00,20.08,64.84,32.52,8.7,15.45,779.34,4.57,Station1,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,12,Sunday,8,2025,Low,Medium,Low,60.85333333333333,Good
Station1_LOG02816,SRV024,CL-6,2025-08-03 20:22:00,59.51,60.59,41.7,23.23,4.5,331.09,5.98,Station1,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,2025-08-03,20,Sunday,8,2025,Medium,Medium,Low,46.06666666666666,Fair
Station1_LOG02817,SRV097,CL-3,2025-08-03 21:42:00,78.44,24.25,41.7,27.24,22.13,582.47,8.77,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,21,Sunday,8,2025,Medium,Low,Low,51.870000000000005,Fair
Station1_LOG02818,SRV078,CL-1,2025-08-03 21:56:00,87.01,52.45,28.88,9.0,12.82,478.42,4.04,Station1,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,2025-08-03,21,Sunday,8,2025,High,Medium,Low,43.88666666666666,Fair
Station1_LOG02819,SRV038,CL-2,2025-08-03 00:44:00,65.27,32.11,35.12,8.05,9.25,788.35,2.27,Station1,host-038,10.0.38.116,Linux,London,Bob,CL-2,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,0,Sunday,8,2025,Medium,Low,Low,55.833333333333336,Fair
Station1_LOG02820,SRV026,CL-2,2025-08-03 07:03:00,28.19,78.63,69.74,18.56,23.7,316.64,1.22,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-03,7,Sunday,8,2025,Low,Medium,Medium,41.14666666666667,Fair
Station1_LOG02821,SRV097,CL-3,2025-08-03 00:49:00,14.99,64.64,30.14,1.28,20.49,283.75,7.99,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,0,Sunday,8,2025,Low,Medium,Low,63.410000000000004,Good
Station1_LOG02822,SRV079,CL-3,2025-08-03 02:09:00,19.59,55.575,41.7,11.37,14.24,641.6,8.12,Station1,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-03,2,Sunday,8,2025,Low,Medium,Low,61.044999999999995,Good
Station1_LOG02823,SRV085,CL-3,2025-08-03 08:29:00,78.7,29.62,45.88,22.64,10.07,816.11,3.4,Station1,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,8,Sunday,8,2025,Medium,Low,Low,48.599999999999994,Fair
Station1_LOG02824,SRV084,CL-9,2025-08-03 14:40:00,21.58,72.77,14.75,15.3,1.31,267.12,8.6,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,14,Sunday,8,2025,Low,Medium,Low,63.63333333333333,Good
Station1_LOG02825,SRV091,CL-2,2025-08-03 22:55:00,68.43,73.44,72.28,1.94,18.06,696.86,7.78,Station1,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,22,Sunday,8,2025,Medium,Medium,Medium,28.61666666666666,Poor
Station1_LOG02826,SRV029,CL-2,2025-08-03 10:09:00,67.84,25.01,60.87,25.74,21.31,133.3,3.85,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-03,10,Sunday,8,2025,Medium,Low,Medium,48.76,Fair
Station1_LOG02827,SRV094,CL-8,2025-08-03 07:20:00,59.81,70.41,28.97,18.48,16.78,946.72,3.06,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-03,7,Sunday,8,2025,Medium,Medium,Low,46.93666666666667,Fair
Station1_LOG02828,SRV024,CL-6,2025-08-03 17:49:00,66.25,55.575,18.12,28.24,4.7,901.93,3.36,Station1,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,2025-08-03,17,Sunday,8,2025,Medium,Medium,Low,53.35166666666667,Fair
Station1_LOG02829,SRV063,CL-10,2025-08-03 07:55:00,51.69,89.42,74.09,17.4,22.63,929.48,0.32,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,7,Sunday,8,2025,Medium,High,Medium,28.266666666666666,Poor
Station1_LOG02830,SRV087,CL-3,2025-08-03 03:35:00,36.21,31.35,6.94,27.68,24.32,141.26,2.18,Station1,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,3,Sunday,8,2025,Low,Low,Low,75.16666666666667,Good
Station1_LOG02831,SRV055,CL-10,2025-08-03 11:07:00,14.08,55.575,41.7,22.46,6.5,301.71,4.01,Station1,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,11,Sunday,8,2025,Low,Medium,Low,62.88166666666667,Good
Station1_LOG02832,SRV027,CL-7,2025-08-03 14:03:00,18.57,40.73,55.98,5.19,20.61,587.23,9.14,Station1,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,14,Sunday,8,2025,Low,Low,Medium,61.57333333333333,Good
Station1_LOG02833,SRV018,CL-9,2025-08-03 16:25:00,75.34,45.22,41.63,13.09,20.72,407.85,2.38,Station1,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,16,Sunday,8,2025,Medium,Low,Low,45.93666666666667,Fair
Station1_LOG02834,SRV100,CL-2,2025-08-03 22:18:00,50.45,26.36,57.11,17.47,21.09,957.93,9.4,Station1,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,22,Sunday,8,2025,Medium,Low,Medium,55.35999999999999,Fair
Station1_LOG02835,SRV077,CL-1,2025-08-03 15:38:00,34.99,73.88,41.7,4.4,19.26,446.03,1.72,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,15,Sunday,8,2025,Low,Medium,Low,49.81,Fair
Station1_LOG02836,SRV055,CL-10,2025-08-03 08:37:00,78.95,79.39,12.54,13.73,23.17,942.88,4.16,Station1,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,8,Sunday,8,2025,Medium,Medium,Low,43.04,Fair
Station1_LOG02837,SRV013,CL-2,2025-08-03 09:27:00,72.13,31.56,76.53,7.96,16.91,512.35,4.38,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,9,Sunday,8,2025,Medium,Low,Medium,39.92666666666667,Poor
Station1_LOG02838,SRV074,CL-3,2025-08-03 07:22:00,45.2,33.28,21.35,18.5,3.84,478.69,7.48,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,7,Sunday,8,2025,Low,Low,Low,66.72333333333333,Good
Station1_LOG02839,SRV093,CL-5,2025-08-03 06:18:00,58.43,51.36,65.32,13.91,1.53,497.15,1.13,Station1,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167,2025-08-03,6,Sunday,8,2025,Medium,Medium,Medium,41.63,Fair
Station1_LOG02840,SRV100,CL-2,2025-08-03 23:49:00,72.0,30.08,53.94,24.96,9.84,112.83,8.37,Station1,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,23,Sunday,8,2025,Medium,Low,Medium,47.99333333333334,Fair
